energies,det-0,det-1,det-2,det-3,det-4,det-5,det-6,det-7,det-8,det-9,det-10,det-11,det-12,det-13,det-14,det-15,det-16,det-17,det-18,det-19,det-20,det-21,det-22,det-23,det-24,det-25,det-26,det-27,det-28,det-29,det-30,det-31
77.628,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9028930422428082,0.9028930422428082,0.9028930422428082,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9028930422428082,0.9028930422428082,0.9028930422428082,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555,0.9073162851755555
77.776,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9029401646039298,0.9029401646039298,0.9029401646039298,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9029401646039298,0.9029401646039298,0.9029401646039298,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511,0.9073608823526511
77.92399999999999,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9029871587350272,0.9029871587350272,0.9029871587350272,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9029871587350272,0.9029871587350272,0.9029871587350272,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282,0.9074053574151282
78.072,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.9030340252943977,0.9030340252943977,0.9030340252943977,0.90744971099548,0.90744971099548,0.90744971099548,0.9030340252943977,0.9030340252943977,0.9030340252943977,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548,0.90744971099548
78.22,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.9030807649353388,0.9030807649353388,0.9030807649353388,0.907493943721353,0.907493943721353,0.907493943721353,0.9030807649353388,0.9030807649353388,0.9030807649353388,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353,0.907493943721353
78.368,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9031273783061947,0.9031273783061947,0.9031273783061947,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9031273783061947,0.9031273783061947,0.9031273783061947,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931,0.9075380562155931
78.51599999999999,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9031738660504106,0.9031738660504106,0.9031738660504106,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9031738660504106,0.9031738660504106,0.9031738660504106,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984,0.9075820490962984
78.664,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9032202288065764,0.9032202288065764,0.9032202288065764,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9032202288065764,0.9032202288065764,0.9032202288065764,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615,0.9076259229768615
78.812,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.903266467208479,0.903266467208479,0.903266467208479,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.903266467208479,0.903266467208479,0.903266467208479,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214,0.9076696784660214
78.96,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9033125818851481,0.9033125818851481,0.9033125818851481,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9033125818851481,0.9033125818851481,0.9033125818851481,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071,0.9077133161679071
79.10799999999999,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9033585734609032,0.9033585734609032,0.9033585734609032,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9033585734609032,0.9033585734609032,0.9033585734609032,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845,0.9077568366820845
79.256,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9034044425554013,0.9034044425554013,0.9034044425554013,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9034044425554013,0.9034044425554013,0.9034044425554013,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025,0.9078002406036025
79.404,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9034501897836804,0.9034501897836804,0.9034501897836804,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9034501897836804,0.9034501897836804,0.9034501897836804,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356,0.9078435285230356
79.55199999999999,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9034958157562084,0.9034958157562084,0.9034958157562084,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9034958157562084,0.9034958157562084,0.9034958157562084,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314,0.9078867010265314
79.7,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9035413210789246,0.9035413210789246,0.9035413210789246,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9035413210789246,0.9035413210789246,0.9035413210789246,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511,0.9079297586958511
79.848,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9035867063532863,0.9035867063532863,0.9035867063532863,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9035867063532863,0.9035867063532863,0.9035867063532863,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156,0.9079727021084156
79.996,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9036319721763095,0.9036319721763095,0.9036319721763095,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9036319721763095,0.9036319721763095,0.9036319721763095,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448,0.9080155318373448
80.14399999999999,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9036777623015919,0.9036777623015919,0.9036777623015919,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9036777623015919,0.9036777623015919,0.9036777623015919,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144,0.9080591688161144
80.292,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9037234530173165,0.9037234530173165,0.9037234530173165,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9037234530173165,0.9037234530173165,0.9037234530173165,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972,0.9081027189543972
80.44,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9037690270361249,0.9037690270361249,0.9037690270361249,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9037690270361249,0.9037690270361249,0.9037690270361249,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705,0.9081461572335705
80.588,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9038144849183983,0.9038144849183983,0.9038144849183983,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9038144849183983,0.9038144849183983,0.9038144849183983,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612,0.9081894841946612
80.73599999999999,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9038598272205237,0.9038598272205237,0.9038598272205237,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9038598272205237,0.9038598272205237,0.9038598272205237,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122,0.9082327003748122
80.884,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9039050544949321,0.9039050544949321,0.9039050544949321,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9039050544949321,0.9039050544949321,0.9039050544949321,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197,0.9082758063073197
81.032,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9039501672901368,0.9039501672901368,0.9039501672901368,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9039501672901368,0.9039501672901368,0.9039501672901368,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705,0.9083188025216705
81.17999999999999,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9039951661507689,0.9039951661507689,0.9039951661507689,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9039951661507689,0.9039951661507689,0.9039951661507689,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765,0.9083616895435765
81.328,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9040400516176134,0.9040400516176134,0.9040400516176134,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9040400516176134,0.9040400516176134,0.9040400516176134,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106,0.9084044678950106
81.476,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9040848242276474,0.9040848242276474,0.9040848242276474,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9040848242276474,0.9040848242276474,0.9040848242276474,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437,0.9084471380942437
81.624,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9041294845140722,0.9041294845140722,0.9041294845140722,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9041294845140722,0.9041294845140722,0.9041294845140722,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762,0.9084897006558762
81.77199999999999,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9041740330063524,0.9041740330063524,0.9041740330063524,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9041740330063524,0.9041740330063524,0.9041740330063524,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762,0.9085321560908762
81.92,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.9042184702302467,0.9042184702302467,0.9042184702302467,0.90857450490661,0.90857450490661,0.90857450490661,0.9042184702302467,0.9042184702302467,0.9042184702302467,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661,0.90857450490661
82.068,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9042627967078465,0.9042627967078465,0.9042627967078465,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9042627967078465,0.9042627967078465,0.9042627967078465,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788,0.9086167476068788
82.216,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9043070129576055,0.9043070129576055,0.9043070129576055,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9043070129576055,0.9043070129576055,0.9043070129576055,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494,0.9086588846919494
82.36399999999999,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9043511194943767,0.9043511194943767,0.9043511194943767,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9043511194943767,0.9043511194943767,0.9043511194943767,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889,0.9087009166585889
82.512,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9043951168294435,0.9043951168294435,0.9043951168294435,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9043951168294435,0.9043951168294435,0.9043951168294435,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951,0.9087428440000951
82.66,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9044390054705531,0.9044390054705531,0.9044390054705531,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9044390054705531,0.9044390054705531,0.9044390054705531,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308,0.9087846672063308
82.80799999999999,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9044827859219493,0.9044827859219493,0.9044827859219493,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9044827859219493,0.9044827859219493,0.9044827859219493,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538,0.9088263867637538
82.956,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9045264586844047,0.9045264586844047,0.9045264586844047,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9045264586844047,0.9045264586844047,0.9045264586844047,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499,0.9088680031554499
83.104,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9045700242552512,0.9045700242552512,0.9045700242552512,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9045700242552512,0.9045700242552512,0.9045700242552512,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618,0.9089095168611618
83.252,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9046134831284119,0.9046134831284119,0.9046134831284119,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9046134831284119,0.9046134831284119,0.9046134831284119,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212,0.9089509283573212
83.39999999999999,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9046568357944336,0.9046568357944336,0.9046568357944336,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9046568357944336,0.9046568357944336,0.9046568357944336,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792,0.9089922381170792
83.548,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9047000827405146,0.9047000827405146,0.9047000827405146,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9047000827405146,0.9047000827405146,0.9047000827405146,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351,0.9090334466103351
83.696,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9047432244505382,0.9047432244505382,0.9047432244505382,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9047432244505382,0.9047432244505382,0.9047432244505382,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682,0.9090745543037682
83.844,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.904786261405099,0.904786261405099,0.904786261405099,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.904786261405099,0.904786261405099,0.904786261405099,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632,0.9091155616608632
83.99199999999999,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9048291940815354,0.9048291940815354,0.9048291940815354,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9048291940815354,0.9048291940815354,0.9048291940815354,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429,0.9091564691419429
84.14,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9048720229539575,0.9048720229539575,0.9048720229539575,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9048720229539575,0.9048720229539575,0.9048720229539575,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951,0.9091972772041951
84.288,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.904914748493278,0.904914748493278,0.904914748493278,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.904914748493278,0.904914748493278,0.904914748493278,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024,0.9092379863017024
84.43599999999999,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9049573711672373,0.9049573711672373,0.9049573711672373,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9049573711672373,0.9049573711672373,0.9049573711672373,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671,0.9092785968854671
